id,q,r
8502,"""So , you have no problem with the fact that this is abortion and was caused by god ?""","""answered above ."""
8503,"""So you claim not to know what my sources are ( why else would I have to provide them for you ? ) , but also claim to know that half of them are from blogs ?""","""And where is their source ?"""
8504,"""Actually its not sickening in any way .""","""Actually , yes it is sickening ."""
8505,"""as they to Have the wrong hands""","""Whose hands do they have ?"""
8506,"""He said that pro-choicers are scared of making abortion go on the ballot and scared of people knowing the truth .""","""Rarely has truth ever supported one side of a political movement ."""
8507,"""My contention is this : since joining the forums , Chuz has posted ( 1 ) pro-life arguments based on the ( 2 ) initial assumption of `` the fact that a human individuals life biologically begins at conception `` .""","""My argument that a `` human individual 's life biologically begins at conception `` is not an `` assumption."""
8508,"""That is not true you can believe in both . You can not believe in both if you believe in the literalness of the bible .""","""Well , why need Jesus then ?"""
8509,"""I also think it is noteworthy that the pro-life movement is really making a difference , if anything to hit the polls in elections and send the message that we are tired of a cheap view of life in this nation --""","""also they did n't seem to mind that the abortion rate which was declining under clinton has been raising under Bush ..."""
8510,"""But if it actually gets to the polls ?""","""This will be interesting . I 'm Keeping my fingers crossed ."""
8511,"""You talk about the Fourteenth Amendment and again claim that gun control is racist .""","""Because the modern application of gun control is to target everyone ."""
8512,"""Now we all know that I am made in the image and likeness of God and since God is perfect , that image and likeness must also be , as a logical consequence , perfect .""","""yes the copy is in the image and likeness of the original check , but it is not the check ."""
8604,"""Yes you can it is called belonging to a religious group . Which should not be protected as it is only a choice .""","""And what special rights are we given ?"""
8605,"""God created all things in Â “ KindsÂ ” Â– a supergiant group .""","""Do you have any evidence for that ? And still , I do n't know what you mean by kind ."""
8606,"""Do you think that a criminal that faces life in prison should have the right to choose to be put to death instead ?""","""Yes . , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"""
8607,"""Outrage at the tactics of `` The Advocate `` in 3 ... 2 ... 1 ...""","""What 's especially hypocritical is for the The Advocate people to yell and scream about racism when the only racism expressed came from the `` donor."""
8608,"""c ) Why do these creatures have the right to live at the time you give for question b .""","""Because that 's when the law says that they have the 'right to live . '"""
8609,"""It seems , once again , the Almighty hid within His Word proof of divine inspiration and a token of His love for children .""","""Proof ? All I can think to say is that a mind is a terrible thing to waste ."""
8610,"""However at the end of the creation week it was fully mature .""","""But because your book of mythology tells you about a week of creation , you prefer that ( because it requires less thought ) to examining reality ."""
